"Id","NIF__c","Name","BillingStreet","BillingCity","BillingPostalCode","BillingCountryCode"
"0012400000zbyGxAAI","504600516","VISUALWORK - AGÊNCIA DE WEBDESIGN, UNIPESSOAL, LDA","RUA MIGUEL BOMBARDA, 124 SALA A R/C","PORTO","4050-377","PT"
"0012400000zbyICAAY","506482707","ORIGINALFLEX - MÁQUINAS ELÉCTRICAS PROFISSIONAIS, LDA","RUA DO PASSADOURO, 24","LAVRA","4455-180","PT"
"0012400000w1czsAAA","503799408","HORMÁTICA - TECNOLOGIAS INFORMÁTICAS, LDA","AVENIDA XANANA GUSMÃO, 270","CUSTÓIAS","4460-840","PT"
"0012400000w2TTbAAM","503258121","EDNI - EMPRESA DISTRIBUIDORA DE MATERIAL INFORMÁTICO, LDA","ALAMEDA ANTÓNIO SÉRGIO, 8A","LISBOA","1750-034","PT"
"0012400000yB6G1AAK","504729624","SYONE SBS SOFTWARE - TECNOLOGIA E SERVIÇOS DE INFORMÁTICA, S.A.","RUA ALFREDO DA SILVA, 8A 3ºD - EDIFÍCIO STERN","AMADORA","2610-016","PT"
"0012400000yBHneAAG","504758454","MICROIO - SERVIÇOS DE ELECTRÓNICA, LDA","RUA DO BRASIL, LOTE 1, 18 ESCRITÓRIOS 8-11, MIRADOR BUSINESS CENTER","AVEIRO","3800-009","PT"
"0012400000w1caUAAQ","502998504","SGV TÉCNICA - COMÉRCIO DE MATERIAL ELÉCTRICO E TECNOLOGIA DE AUTOMATISMOS, LDA","ESTRADA NACIONAL 247 KM 66.25, PARQUE EMPRESARIAL, ARMAZÉM 18 - GODIGANA","TERRUGEM","2705-841","PT"
"0012400000w1d34AAA","503930911","JIFORTEC - FORMAÇÃO E TECNOLOGIAS INFORMÁTICAS, LDA","AVENIDA AFONSO COSTA, 6 R/C DTO.","PAIVAS","2845-339","PT"
"0012400000yCxmBAAS","980430399","EPSON IBÉRICA, S.A. - SUCURSAL EM PORTUGAL","LAGOAS PARK, EDIFÍCIO 4 PISO 0","PORTO SALVO","2740-267","PT"
"0012400000w2l2RAAQ","502927178","PORTOSAUDE - EQUIPAMENTOS CLÍNICOS, LABORATORIAIS E HOSPITALARES, LDA","RUA PINTO BESSA, 262","PORTO","4300-427","PT"
"0012400000zbyB7AAI","503586293","INFORTUCANO - SISTEMAS INFORMÁTICOS, LDA","RUA ABRANCHES FERRÃO, 21 5E","LISBOA","1600-296","PT"
"0012400000ssnkhAAA","501603611","INFORCINCO - COMÉRCIO E SERVIÇOS ESPECIALIZADOS DE INFORMÁTICA, LDA","Rua Formosa, Nº 54","GUARDA","6300-837","PT"
"0012400000ssppOAAQ","501703292","A.RESENDE & PEREIRA - ASSISTÊNCIA TÉCNICA E MONTAGENS DE AR CONDICIONADO, LDA","RUA GRAÇA PINA MORAIS, 60 R/C DTO./FTE. - VALE DE CAVALA","CHARNECA DE CAPARICA","2820-497","PT"
"0012400000stI3tAAE","510374662","SINFSYS, UNIPESSOAL, LDA","AVENIDA DOUTOR VICTOR FAVEIRO, 311","ANSIÃO","3240-153","PT"
"0012400000yCOUpAAO","508799988","PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.","AVENIDA MARGINAL, S/N EDIFÍCIO PARQUE OCEANO 4º","OEIRAS","2780-322","PT"
"0012400000yD3UsAAK","505559188","SECURITEL - SOLUÇÕES DE TELECOMUNICAÇÕES, MULTIMÉDIA E SEGURANÇA, LDA","RUA VASCO DA GAMA, 6","TORRE DE MONCORVO","5160-297","PT"
"0012400000zbtbWAAQ","503527440","TOMARTRÓNICA - COMÉRCIO DE COMPONENTES ELECTRÓNICOS E ASSISTÊNCIA TÉCNICA, LDA","RUA DA CARRASQUEIRA, LOTE G 13/17","TOMAR","2300-337","PT"
"0012400000zbtkBAAQ","503800236","ERUDIS - INFORMÁTICA E MULTIMÁDIA, LDA","PRAÇA CAMILO CASTELO BRANCO, 31 2ºSALA 57, MAXIMINOS","BRAGA","4700-209","PT"
"0012400000zbtuiAAA","506132625","COMPUWORKS - SOLUÇÕES EMPRESARIAIS DE INFORMÁTICA E TELECOMUNICAÇÕES, LDA","RUA DAS MUSAS, 38 LOJA 6","LISBOA","1990-171","PT"
"0012400000zbtvbAAA","506430944","HELP-LINE - SISTEMAS INFORMÁTICOS, LDA","LARGO AVIADORES, 21 LOJA B","BOMBARRAL","2540-032","PT"
"0012400000yD0r5AAC","505377691","WISDOM TELE VISION - SISTEMAS INFORMÁTICOS PARA TELEVISÃO, LDA","RUA HERMANO NEVES, 22 3ºC","LISBOA","1600-477","PT"
"0012400000zbu5aAAA","510172440","DIGIBRITO - SISTEMAS INFORMÁTICOS, LDA","RUA IRMÃOS ROBY, 212, MAXIMINOS","BRAGA","4700-226","PT"
"0012400000w0elPAAQ","510204945","BITWISE - DISTRIBUIÇÃO E ASSISTÊNCIA, UNIPESSOAL, LDA","RUA DO PINHAL DE MARROCOS, 231 R/C ESQ.","COIMBRA","3030-201","PT"
"0012400000yBT5hAAG","504209884","ESCRINOVA - MOBILIÁRIO E EQUIPAMENTOS DE ESCRITÓRIO, LDA","RUA DO JORNAL O ALMONDA, LOTE 10 LOJA 3 - CHÃS","TORRES NOVAS","2350-539","PT"
"0012400000zbzUVAAY","506223140","NOME CODIGO BLUE - DIST.E SERV.MANUTENÇÃO A EQUIPAMENTOS AUDIOVISUAIS, UNIPESSOAL, LDA","ESTRADA NACIONAL 249, ARMAZEM 6","CERCAL","2550-213","PT"
"0012400000stRg4AAE","501969721","EQUIREGIS - EQUIPAMENTOS COMERCIAIS E DE GESTÃO, LDA","AVENIDA TOMÁS PEREIRA, 541, CRUZ DE PELO","VALE DE SÃO MARTINHO","4770-606","PT"
"0012400000stS6gAAE","510390897","LUÍS ROQUE II, S.A.","ZONA INDUSTRIAL DE CANTANHEDE, LOTE 32","CANTANHEDE","3060-197","PT"
"0012400000stSDGAA2","510357253","ALGOMAX, UNIPESSOAL, LDA","RUA DE PINHEIROS, 96 3ºESQ. - VILAR DE ANDORINHO","VILA NOVA DE GAIA","4430-494","PT"
"0012400000w1Cb8AAE","503756288","BUTOMICRO - COMPUTADORES, LDA","AVENIDA NUNO KRUS ABECASSIS, LOTE 19.1 BLOCO D2 LOJA 13 CONDOMÍNIO DO PARQUE - ALTA DE LISBOA","LISBOA","1750-456","PT"
"0012400000w2pV5AAI","503084000","MAQUILECTRA - MÁQUINAS E TECNOLOGIA ELECTRÓNICA, LDA","RUA ANTÓNIO ENES, 87","PORTO","4250-050","PT"
"0012400000yCZ1bAAG","505357763","CARLOS COUCELO - CONSULTORIA GEOMATICA, LDA","PRACETA ANTÓNIO FELICIANO DE CASTILHO, 6 11ºA","CARNAXIDE","2790-023","PT"
"0012400000w2mFsAAI","502996757","DIGILEX - PRODUTOS INFORMÁTICOS, LDA","AVENIDA DA ALIANÇA POVO MFA, EDIFÍCIO 1 - PARQUE TECNOLÓGICO DA MUTELA","ALMADA","2804-537","PT"
"0012400000zby72AAA","507082680","ENHANCED SERVICE INFORMÁTICA, LDA","AVENIDA DOS ESTADOS UNIDOS DA AMERICA, 53D","LISBOA","1700-165","PT"
"0012400000zbyB2AAI","506525317","NANOCHIP - INFORMÁTICA, LDA","RUA PROFESSOR DOUTOR JOAQUIM FONTES, LOJA 28A, R/C.ESQ.","MEM MARTINS","2725-341","PT"
"0012400000zbyHYAAY","507138848","SIGV - SOLUÇÕES INFORMÁTICAS PARA GESTÃO VERTICAL, LDA","RUA CAETANO MARIA BATALHA, 11B ESCRITÓRIO C","ALMADA","2800-040","PT"
"0012400000yC1X8AAK","504535005","WINTOUCH - SISTEMAS DE INFORMAÇÃO, LDA","AVENIDA DOM JOÃO II, 404 2º ESCRITÓRIO 27, LAMAÇÃES","BRAGA","4715-275","PT"
"0012400000yC2KqAAK","507117336","BI4ALL - CONSULTORES DE GESTÃO, LDA","RUA BASÍLIO TELES, 35 2ºDTO.","LISBOA","1070-020","PT"
"0012400000w2q2WAAQ","503119156","GERIMÁTICA — INFORMÁTICA, LDA","CALÇADA CONDE DE TOMAR, 42A","CRUZ QUEBRADA","1495-202","PT"
"0012400000xgSZTAA2","504884123","PARADIGMAXIS - ARQUITECTURA E ENGENHARIA DE SOFTWARE, S.A.","RUA DO PINDELO, BLOCO 2 LOJA 4/5 - URBANIZAÇÃO DO PINDELO","ÁRVORE","4480-047","PT"
"0012400000yDFckAAG","509713335","WILLWAY, S.A.","CAMPO GRANDE, 28 7ºC","LISBOA","1700-093","PT"
"0012400000w30s0AAA","504086243","SOMITEL IT SOLUTIONS, LDA","RUA DOS COMBATENTES DA GRANDE GUERRA, 28 1º SALA 6","FIGUEIRA DA FOZ","3080-123","PT"
"0012400000yCSQ4AAO","505920441","SETULPROG - ASSISTÊNCIA EM INFORMÁTICA E TELECOMUNICAÇÕES, LDA","ESTRADA DA MORGADA, 39","SETÚBAL","2910-170","PT"
"0012400000zbyCKAAY","506380041","NEW ESTIMATED TIME 7S. - PRESTAÇÃO DE SERVIÇOS DE INFORMÁTICA, LDA","RUA DE SÃO SEBASTIÃO, 126","AVEIRO","3810-187","PT"
"0012400000zbyE6AAI","506932575","MONTAREDES - REDES INFORMÁTICAS, UNIPESSOAL, LDA","RUA INFANTE DOM HENRIQUE, 43","PORTIMÃO","8500-691","PT"
"0012400000zbyFdAAI","505549786","LERACSOFT - COMÉRCIO DE SISTEMAS INFORMÁTICOS, LDA","RUA JOSÉ FREITAS DIAS, 3231","VILA NOVA DE FAMALICÃO","4760-046","PT"
"0012400000zbyHsAAI","508903211","SKYSIGMA - SERVIÇOS E SOLUÇÕES INFORMÁTICAS, LDA","RUA ADELINO CAMPOS, 50 LOJA 9, OUTEIRO","RIBEIRÃO","4760-719","PT"
"0012400000zboctAAA","507285794","VEIGA & BOTELHO - INFORMÁTICA, LDA","QUINTA DO MONDEGO","FAVAIOS","5070-261","PT"
"0012400000w1KohAAE","510188036","C.A.S. EQUIPAMENTOS HOTELEIROS, UNIPESSOAL, LDA","RUA AIRES DE ORNELAS, 321/327","PORTO","4000-024","PT"
"0012400000yC2rhAAC","507847792","PRILOGON - SOFTWARE, LDA","RUA INFANTE DOM HENRIQUE, 117 SALA S","VILA NOVA DE GAIA","4405-477","PT"
"0012400000w2vMIAAY","503128368","NORTE ESCOLAR - EQUIPAMENTOS EDUCATIVOS, S.A.","RUA COMANDANTE JOÃO DE PAIVA FARIA LEITE BRANDÃO, 376","GUIMARÃES","4835-175","PT"
"0012400000w316EAAQ","504090135","I3O - INSTRUMENTOS, OBSERVAÇÃO, OFTALMOLOGIA E OPTOMETRIA, LDA","PRAÇA BRANDÃO DE VASCONCELOS, 1º/2ºDTO./TAS. FRAÇÃO E","AROUCA","4540-110","PT"
"0012400000yBvN9AAK","503899453","LEIRIFOTEC - EQUIPAMENTOS DE ESCRITÓRIO E COMUNICAÇÃO, LDA","RUA DONA GLÓRIA BARATA RODRIGUES, LOTE 65 LOJA 3 R/C, QUINTA DE SANTO ANTÓNIO","LEIRIA","2415-576","PT"
"0012400000zbziaAAA","506587282","IBEREQUIPE - COMÉRCIO DE EQUIPAMENTOS E ACESSÓRIOS AUTOMÓVEIS, LDA","RUA JOÃO LINO, LOTE 1 - O - ZONA INDUSTRIAL DE PALHAIS","SANTO ANDRÉ","2830-222","PT"
"0012400000w35NmAAI","504126253","AGNI - SISTEMAS DE SEGURANÇA, LDA","RUA JOAQUIM NICOLAU DE ALMEIDA, 332A/B","VILA NOVA DE GAIA","4430-116","PT"
"0012400000yBI7qAAG","504288253","ELECTRONICALARMES 3 - ASSISTÊNCIA, SERVIÇOS, ESTUDOS, SEGURANÇA E PREVENÇÃO, LDA","RUA SANTOS LIMA, 28 SALA 6 1º","BRAGA","4705-076","PT"
"0012400000yBIBNAA4","504779079","MANUTAN, UNIPESSOAL, LDA","AVENIDA DO FORTE, 3 - EDIFÍCIO SUÉCIA III PISO -1","CARNAXIDE","2794-042","PT"
"0012400000yCY0aAAG","505055856","DIGITAGUS - SERVIÇOS E EQUIPAMENTOS DE COMUNICAÇÃO E ESCRITÓRIO, LDA","RUA HENRIQUE NOGUEIRA, 34 LOJA A","AMADORA","2700-449","PT"
"0012400000w1R8MAAU","510050719","WDMI DISTRIBUIÇÃO DE MATERIAL INFORMÁTICO, UNIPESSOAL, LDA","RUA DOUTOR EDUARDO SANTOS SILVA, 449 R/C","PORTO","4200-284","PT"
"0012400000w37RSAAY","503632619","JOHNSON & LOPES - SOFTWARE, LDA","AVENIDA DO PARQUE, 68C","RINCHOA","2635-609","PT"
"0012400000zc0asAAA","508073669","RXF, UNIPESSOAL, LDA","ESTRADA REAL, 33 EDIFICIO F - PARQUE REAL","SINTRA","2710-450","PT"
"0012400000ssCrhAAE","503225088","JACF - SISTEMAS INFORMÁTICOS, LDA","ESTRADA DA REBELVA, 1258 LOJA A B","SÃO DOMINGOS DE RANA","2785-596","PT"
"0012400000yC2Z0AAK","504565621","CDP-SI - CONSULTORIA EM ORGANIZAÇÃO E SISTEMAS DE INFORMAÇÃO, S.A.","RUA FREDERICO GEORGE, 37","LISBOA","1600-012","PT"
"0012400000w18tRAAQ","502257113","CASSENORTE - COMÉRCIO DE SOM, LDA","RUA UNIÃO, 191 - CALENDÁRIO","VILA NOVA DE FAMALICÃO","4760-686","PT"
"0012400000w19Y9AAI","504250558","PROCESSAR - INFORMATICA DE SISTEMAS, LDA","AVENIDA CALOUSTE GULBENKIAN, FRACÇÃO V BLOCO 3 CENTRO R/C ESQ","ÁGUEDA","3750-102","PT"
"0012400000st1jgAAA","502121840","BENETRÓNICA - INTERNATIONAL COMMERCE, IMPORTAÇÃO E EXPORTAÇÃO, S.A.","AVENIDA ALMIRANTE GAGO COUTINHO, 78","LISBOA","1700-031","PT"
"0012400000st1cfAAA","502001488","JOSÉ PINTO, LDA","QUINTA DA ALICE - ALMODENA","VILA REAL","5000-540","PT"
"0012400000yBL85AAG","508309751","CHEAPTRADE - LOJAS DE INFORMÁTICA, LDA","RUA DOUTOR RIBEIRO DE MAGALHÃES, 1304","FELGUEIRAS","4610-108","PT"
"0012400000yBr8rAAC","504214047","VALSITE - PROGRAMAÇÃO E INFORMÁTICA, LDA","AVENIDA ENGENHEIRO LUÍS DE CASTRO SARAIVA, LOJA 7 - EDIFÍCIO ROSSIO","VALPAÇOS","5430-472","PT"
"0012400000w1O2OAAU","509892655","DIGIDOC, LDA","AVENIDA DOS BOMBEIROS VOLUNTÁRIOS, 17 S/L DTO.","PONTINHA","1675-108","PT"
"0012400000w1PoLAAU","502813156","ANIMÁTICA - COMUNICAÇÃO, LDA","ESTRADA NACIONAL 247, KM 65 - CENTRO EMPRESARIAL TERRUGEM PARK - GODIGANA","TERRUGEM","2705-841","PT"
"0012400000ssD3WAAU","503233749","ECOFILTRA - SOCIEDADE DE REPRESENTAÇÕES, UNIPESSOAL, LDA","RUA DO MIRANTE, 64 - PARQUE INDUSTRIAL DE GRIJÓ","GRIJÓ","4415-491","PT"
"0012400000w1DOuAAM","505221900","CHIPSHOP - INFORMATICA E FORMAÇÃO, LDA","RUA CUSTÓDIO JOSÉ VIEIRA, 22","PESO DA RÉGUA","5050-255","PT"
"0012400000yCDdOAAW","504677292","MEIRELES & PAULO, LDA","RUA DE JARDIM, 672B - VILAR DO PARAÍSO","VILA NOVA DE GAIA","4405-823","PT"
"0012400000w2OgaAAE","508137721","MERGING SELECT, LDA","RUA ARCO DO CHAFARIZ DAS TERRAS, 10A","LISBOA","1200-607","PT"
"0012400000w2S8SAAU","502565594","GARNEL, PINHO - REPRESENTAÇÕES DE MOBILIÁRIO DE ESCRITÓRIO, LDA","RUA PADRE AFONSO SILVA, 39 R/C.","MAIA","4470-004","PT"
"0012400000w30jyAAA","503434370","MASEIL - MANUTENÇÃO E SERVIÇOS INDUSTRIAIS, LDA","RUA ÁLVARO FERREIRA ALVES, 17B - ZONA INDUSTRIAL DE SANTA MARTA DO PINHAL","SANTA MARTA DO PINHAL","2855-591","PT"
"0012400000yBSx4AAG","508117895","BLUEPIXEL - EQUIPAMENTOS E SERVIÇOS INFORMÁTICOS, LDA","ESTRADA NACIONAL 4, KM 56.200 - FOROS DA MISERICORDIA","VENDAS NOVAS","7080-111","PT"
"0012400000yBTUbAAO","507860110","BLUESYSTEMS - TECNOLOGIAS DE INFORMAÇÃO, UNIPESSOAL, LDA","RUA SANCHES COELHO, 3 10º","LISBOA","1600-201","PT"
"0012400000yBF9MAAW","506691276","FJMPC - INFORMÁTICA, COMÉRCIO E SERVIÇOS, LDA","RUA C, LOTE 76 A - ZONA INDUSTRIAL","ALMEIRIM","2080-221","PT"
"0012400000yAvfEAAS","506394395","GRAYCELL - CONSULTORIA E SISTEMAS DE INFORMÇÃO, LDA","ALAMEDA ANTÓNIO SÉRGIO, 7 1ºA","LINDA A VELHA","2795-023","PT"
"0012400000yDTjtAAG","506839222","EQUITESTE - EQUIPAMENTOS DE TESTE PARA TELECOMUNICAÇÕES, LDA","ALAMEDA BONIFÁCIO LÁZARO LOZANO, LOTE 2 EDIFÍCIO B R/C B","OEIRAS","2780-125","PT"
"0012400000ss9rKAAQ","501555170","PEQUIMIL - PEÇAS E EQUIPAMENTOS PARA MÁQUINAS INDUSTRIAIS, LDA","ESTRADA OCTÁVIO PATO, EDIFICIO B, FRACÇÃO P, ARMAZEM 3 - CENTRO EMPRESARIAL DE TALAÍDE","TALAÍDE","2785-723","PT"
"0012400000w1KsSAAU","502571241","INVESCORTE - COMPUTADORES E SISTEMAS, S.A.","LARGO DOS MOGOS, 144","MAIA","4470-343","PT"
"0012400000w2WL1AAM","503283495","CONSUMIONDAS - CONSUMÍVEIS PARA INFORMÁTICA, LDA","RUA DOM AFONSO DE ALBUQUERQUE, 34 - QUINTA DA LOMBA","QUINTA DA LOMBA","2830-176","PT"
"0012400000w2WWQAA2","503300845","ASLUZ - EQUIPAMENTOS ELÉCTRICOS, LDA","AVENIDA TENENTE CORONEL SILVA SIMÕES, LOTE 133/135, LOJA 1 - ABRAVESES","VISEU","3515-150","PT"
"0012400000yBt4AAAS","506852458","BRAINHOUSE TI - CONSULTORIA EM TECNOLOGIAS DE INFORMATICA, UNIPESSOAL, LDA","RUA 25 DE ABRIL, 408","BRAGA","4710-914","PT"
"0012400000st4wOAAQ","502131888","METALOMECÂNICA METAL - CONSER, LDA","ESTRADA NACIONAL 4, KM 17,5 - BAIXA DA ATALAIA","MONTIJO","2870-017","PT"
"0012400000w2pomAAA","503789860","FIDELIZARTE - COMUNICAÇÃO E PROMOÇÃO, LDA","RUA AMÉLIA REY COLAÇO, 38 A","CARNAXIDE","2790-017","PT"
"0012400000w35uDAAQ","503509353","CRIATIVA - SERVIÇOS DE INFORMÁTICA, LDA","ESTRADA NACIONAL 235, 31","AVEIRO","3810-493","PT"
"0012400000w36WSAAY","503524484","BRAGASOFT - INFORMÁTICA, LDA","RUA CÓNEGO DOUTOR ANTÓNIO JOSÉ RIBEIRO, 18","BRAGA","4700-216","PT"
"0012400000yBKTmAAO","504823183","ARQUIVANDUS - DESENVOLVIMENTO, REPRESENTAÇÃO E COMERCIALIZAÇÃO DE SOFTWARE, LDA","RUA CIDADE DE BOLAMA, 15 2ºDTO.","LISBOA","1800-077","PT"
"0012400000yCNOnAAO","504995634","OUTSYSTEMS - SOFTWARE EM REDE, S.A.","RUA DO CENTRAL PARK, EDIFÍCIO 6 2ºA","LINDA A VELHA","2795-242","PT"
"0012400000yCQCsAAO","508034604","SIGNIFICADO LÓGICO - SOLUÇÕES EM INFORMÁTICA, AUTOMAÇÃO E CONTABILIDADE, LDA","AVENIDA MANUEL DA FONSECA, 57, 6ºD","ARRENTELA","2840-143","PT"
"0012400000yD0wJAAS","507642376","SOFTMARGEM - INFORMATICA, UNIPESSOAL, LDA","URBANIZAÇÃO SOL NASCENTE, LOTE 14","IRIVO","4560-173","PT"
"0012400000yD2WYAA0","508288479","JSALGADO CONSULTORIA, UNIPESSOAL, LDA","RUA 9 DE AGOSTO, 510","ERMESINDE","4445-312","PT"
"0012400000stSGeAAM","502249919","NOVALEC - ELECTRÓNICA INDUSTRIAL DE PROTECÇÃO E COMANDO, LDA","RUA DA SILVEIRA, 476","TOURIA","2410-495","PT"
"0012400000w1P4jAAE","503641030","EXPANDISERVE - SISTEMAS DE INFORMAÇÃO, S.A.","AVENIDA DA FRANÇA, 895","PORTO","4250-214","PT"
"0012400000w2ZFhAAM","502947241","C.C. - CONTABILISTAS, LDA","RUA SOEIRO PEREIRA GOMES, 2B","PÓVOA DE SANTO ADRIÃO","2620-163","PT"
"0012400000yC6Y7AAK","505626640","SAPIENT - CONSULTADORIA EM SISTEMAS DE INFORMAÇÃO, LDA","RUA VIELA DA EIRA, 2C 1ºESQ - QUINTA DA BELOURA","LINHÓ","2710-693","PT"
"0012400000w17nxAAA","509892620","BEEVC - ELECTRONIC SYSTEMS, LDA","RUA DOUTOR FRANCISCO SÁ CARNEIRO, 11, GAFANHA D'AQUÉM","ÍLHAVO","3830-191","PT"
"0012400000w2xacAAA","503323098","DESAFIO INFORMÁTICO - EQUIPAMENTOS E SERVIÇOS, LDA","RUA DE AGRO, 206 1ºDTO, SANTA MARINHA","VILA NOVA DE GAIA","4400-003","PT"
"0012400000yF0SVAA0","506133931","SOFTDESIGN - SOLUÇÕES INFORMÁTICAS PARA DESIGN DE INTERIORES, UNIPESSOAL, LDA","RUA NASCENTE, 3 R/C - SÃO VICTOR","BRAGA","4715-038","PT"
"0012400000w1B7xAAE","502524340","DAMS - DESENVOLVIMENTO, ANÁLISE E MANUTENÇÃO DE SOFTWARE, LDA","RUA FERREIRA DE CASTRO, 125, VILAR DO PARAÍSO","VILA NOVA DE GAIA","4405-858","PT"
"0012400000zay1DAAQ","509069266","CCBG CONSULTING, LDA","AVENIDA JOÃO CRISÓSTOMO, 30 5º","LISBOA","1050-127","PT"
"0012400000zaz5rAAA","509024572","SITEMASTER, LDA","RUA COSME FERREIRA DE CASTRO, 1","GONDOMAR","4420-096","PT"
"0012400000stFQEAA2","502335335","DENTINA - IMPORTAÇÃO E COMÉRCIO DE MATERIAL DENTÁRIO, LDA","AVENIDA DOS ESTADOS UNIDOS DA AMÉRICA, 102 11ºB","LISBOA","1700-179","PT"
"0012400000yF0jyAAC","506205657","WORLDVISION - CONSULTADORIA DE GESTÃO, S.A.","RUA PROFESSOR ORLANDO RIBEIRO, 6 ESCRITÓRIO O - PAÇO DO LUMIAR","LISBOA","1600-796","PT"
"0012400000zbttzAAA","505004470","PRIMEIRO ELEMENTO - PROGRAMAÇÃO INFORMÁTICA, LDA","RUA DE VIRIATO BARBOSA, 819 R/C","PÓVOA DE VARZIM","4490-683","PT"
"0012400000w2ftTAAQ","503880639","GRAFICOMÁQUINAS - MÁQUINAS PARA A INDÚSTRIA GRÁFICA, LDA","RUA 25 DE ABRIL, 1334","PEROSINHO","4415-079","PT"
"0012400000w2lGjAAI","502957654","POLO SUL - INFORMÁTICA, LDA","AVENIDA DOS BOMBEIROS MUNICIPAIS DE OLHÃO, 17","OLHÃO","8700-312","PT"
"0012400000yDPuMAAW","509307027","PARÂMETRO GLOBAL - CONSULTORIA INFORMÁTICA, S.A.","RUA DO CICLO, 108 BLOCO 2 R/C ESQ.","FREAMUNDE","4590-385","PT"
"0012400000yDEkJAAW","505712113","BRETTECNICA - EQUIPAMENTOS PARA A INDÚSTRIA ALIMENTAR, LDA","AVENIDA 19 DE MAIO, 4 PAVILHÃO 4","PERO PINHEIRO","2715-001","PT"
"0012400000ssE68AAE","503622788","SISTEMAS DO FUTURO - MULTIMÉDIA, GESTÃO E ARTE, LDA","AVENIDA DA FRANÇA, 256 1º SALA 1.8","PORTO","4050-276","PT"
"0012400000zbsZ8AAI","503380180","MACSERVICE - COMERCIO DE PRODUTOS INFORMATICOS, LDA","RUA LUÍS ANTÓNIO CORREIA, 70 R/C","BRAGA","4715-310","PT"
"0012400000stRuNAAU","502423595","GAIAFONE - TELECOMUNICAÇÕES E ELECTRÓNICA, LDA","RUA FLORBELA ESPANCA, 64 - VILAR DO PARAÍSO","VILA NOVA DE GAIA","4405-859","PT"
"0012400000w2ZJpAAM","503483648","SISTRÓNICASUL - ALARMES E SEGURANÇA, LDA","ESTRADA NACIONAL 125, 200","MARITENDA","8100-081","PT"
"0012400000w2ZMAAA2","503497576","MULTIMEC - EQUIPAMENTOS E TELECOMUNICAÇÕES, LDA","ESTRADA DA BEIRA, 68","COIMBRA","3030-173","PT"
"0012400000yBTiCAAW","507821866","KARMA CONSULTING - SOLUÇÕES E CONSULTADORIA EM SISTEMAS DE INFORMAÇÃO, LDA","PRAÇA DE ALVALADE, 7 7ºDTO.","LISBOA","1700-036","PT"
"0012400000yBrD1AAK","508638224","NET WORKER II - SOLUÇÕES INFORMÁTICAS, LDA","AVENIDA JOÃO XXIII, 123 SALA 6 2º","PAÇOS DE FERREIRA","4590-515","PT"
"0012400000zbtrhAAA","506038548","BMS - INFORMÁTICA, MANUTENÇÃO E SERVIÇOS, LDA","RUA GOMES DE AMORIM, 820 R/C","PÓVOA DE VARZIM","4490-641","PT"
"0012400000w2pqdAAA","503794210","NETMAIS - CONSULTORES EM INTERNET E TELECOMUNICAÇÕES, LDA","RUA PRAIA DE PEDROUÇOS, 108","LISBOA","1400-282","PT"
"0012400000ssD3bAAE","501625887","INFORESTRELA - COMÉRCIO DE MÁQUINAS DE ESCRITÓRIO, LDA","SEIA","ALDEIA DA SERRA","6270-371","PT"
"0012400000yBondAAC","507664388","MICROBASTO - INFORMÁTICA E TELECOMUNICAÇÕES, LDA","RUA CAPITÃO RODRIGO DE SOUSA E CASTRO, EDIFÍCIO SÃO SILVESTRE BLOCO A FRACÇÃO D","CELORICO DE BASTO","4890-293","PT"
"0012400000zb89dAAA","505995832","IMATRIX - INSTALAÇÃO DE SISTEMAS DE SEGURANÇA, LDA","RUA DA MILHARADA, 15A - MASSAMÁ","QUELUZ","2745-822","PT"
"0012400000zb8CvAAI","506004783","ECOVEI, CLIMATIZAÇÃO PARA VEÍCULOS, LDA","PRACETA SABINO DUARTE, 6A","BOBADELA","2695-072","PT"
"0012400000zbtlZAAQ","503882887","ROFF - CONSULTORES INDEPENDENTES, S.A.","RUA AFONSO PRAÇA, 30 15º, TORRE DE MONSANTO","MIRAFLORES","1495-061","PT"
"0012400000zbsSiAAI","502963816","MAGNISIS - INFORMÁTICA E SERVIÇOS, LDA","RUA NOVA DO SOARES, 2A","CARTAXO","2070-110","PT"
"0012400000w32IGAAY","503500453","DELSONICO - ALARMES, LDA","RUA DE HERDADE, 501","VILA NOVA DE GAIA","4430-429","PT"
"0012400000zbsSNAAY","502948442","EQUIESPAÇO - EQUIPAMENTOS DE ESCRITÓRIO, UNIPESSOAL, LDA","AVENIDA DA LIBERDADE, 82B","VALE DE MILHAÇOS","2855-385","PT"
"0012400000ssmUWAAY","502034335","ARESTEL - COMPONENTES E EQUIPAMENTOS ELECTRÓNICOS, S.A.","RUA GREGÓRIO LOPES, LOTE 1514 R/C, TORRES DO RESTELO","LISBOA","1400-195","PT"
"0012400000w0f2bAAA","504472445","INFORLOUSADA - INFORMÁTICA E SERVIÇOS, LDA","RUA PALMIRA MEIRELES, 295","LOUSADA","4620-668","PT"
"0012400000yAjWrAAK","504010000","C.R.M. DIGITAL II - SERVIÇOS E SISTEMAS ELECTRÓNICOS, LDA","AVENIDA DOM ANTÓNIO CORREIA DE SÁ, ARMAZÉM 2 - PARQUE EMPRESARIAL DA RAL","SINTRA","2710-446","PT"
"0012400000zbsddAAA","503439673","REDERIA - INNOVATION, S.A.","ZONA INDUSTRIAL DE VAGOS, LOTE 99","VAGOS","3840-385","PT"
